Anime_id,Title,Type,Rating,ScoredBy,Popularity,Members,Episodes,Source,Aired,Link,Genre,Producer,Studio
9310,Ryoujoku Famiresu Choukyou Menu,OVA,6.63,1588,5576,4449,2,Visual novel,"Sep 24, 2010 to Dec 24, 2010",https://myanimelist.net/anime/9310/Ryoujoku_Famiresu_Choukyou_Menu,['Hentai'],,['PoRO']
9311,Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu,OVA,7.16,2581,4880,6383,2,Visual novel,"Oct 22, 2010 to Jan 28, 2011",https://myanimelist.net/anime/9311/Kateikyoushi_no_Oneesan_2_The_Animation__H_no_Hensachi_Agechaimasu,['Hentai'],['Pink Pineapple'],
9316,Toushindai My Lover: Minami tai Mecha-Minami,OVA,4.94,68,11459,328,1,Unknown,26-Oct-01,https://myanimelist.net/anime/9316/Toushindai_My_Lover__Minami_tai_Mecha-Minami,['Hentai'],,
9318,Samero,Movie,4.48,258,10459,530,1,Original,1992,https://myanimelist.net/anime/9318/Samero,['Dementia'],,
9326,Yubisaki Annainin Shirudaku Settai Okawari Sanhaime,OVA,5.91,533,7487,1856,3,Visual novel,"Sep 17, 2010 to Dec 17, 2010",https://myanimelist.net/anime/9326/Yubisaki_Annainin_Shirudaku_Settai_Okawari_Sanhaime,['Hentai'],['MS Pictures'],
9327,Seme♥Chichi,OVA,5.98,650,7421,2048,2,Manga,"Sep 10, 2010 to Dec 10, 2010",https://myanimelist.net/anime/9327/Seme%E2%99%A5Chichi,['Hentai'],"['Digital Works', 'Y.O.U.C']",
9330,Dragon Crisis!,TV,6.86,62657,841,117503,12,Light novel,"Jan 11, 2011 to Mar 29, 2011",https://myanimelist.net/anime/9330/Dragon_Crisis,"['Action', 'Magic', 'Romance', 'School', 'Seinen', 'Supernatural']","['Yomiuri Telecasting', 'Starchild Records', 'Kids Station', 'DAX Production', 'Shueisha']",['Studio Deen']
9332,.hack//Quantum,OVA,7.29,15660,2387,30773,3,Original,"Jan 28, 2011 to Apr 7, 2011",https://myanimelist.net/anime/9332/hack__Quantum,"['Action', 'Adventure', 'Fantasy', 'Game', 'Sci-Fi']","['Bandai Visual', 'flying DOG', 'Showgate', 'BIGLOBE']",['Kinema Citrus']
9333,Koi☆Sento,OVA,6.51,3079,5224,5632,1,Original,27-Nov-10,https://myanimelist.net/anime/9333/Koi%E2%98%86Sento,"['Comedy', 'Romance']",['Showgate'],['Sunrise']
9334,Mecha☆Afro-kun,OVA,6.05,19,12392,220,1,Unknown,3-Sep-10,https://myanimelist.net/anime/9334/Mecha%E2%98%86Afro-kun,['Comedy'],,
9335,Megane na Kanojo,OVA,6.74,5769,4024,11120,4,Manga,25-Nov-10,https://myanimelist.net/anime/9335/Megane_na_Kanojo,"['Comedy', 'Romance', 'School', 'Shounen']",,['AIC Takarazuka']
9337,Mayo Elle Otoko no Ko,OVA,5.08,111,9323,956,1,Unknown,26-Nov-10,https://myanimelist.net/anime/9337/Mayo_Elle_Otoko_no_Ko,"['Comedy', 'School']",,['Actas']
9338,Ore no Sora Keiji-hen,OVA,5.83,29,12063,209,2,Unknown,"Oct 21, 1991 to May 21, 1992",https://myanimelist.net/anime/9338/Ore_no_Sora_Keiji-hen,"['Action', 'Police', 'Drama']",,
9340,Cheburashka,Movie,7.44,253,9619,716,1,Book,18-Dec-10,https://myanimelist.net/anime/9340/Cheburashka,['Comedy'],,
9343,Bousou Sengokushi,OVA,5.28,25,12317,207,2,Unknown,"Feb 1, 1991 to Nov 21, 1991",https://myanimelist.net/anime/9343/Bousou_Sengokushi,['Action'],,
9344,Torajima no Miime,Special,6.28,163,10460,491,2,Unknown,"Aug 6, 1999 to Dec 8, 1999",https://myanimelist.net/anime/9344/Torajima_no_Miime,['Slice of Life'],,
9345,Gakkou no Kowai Uwasa Shin: Hanako-san ga Kita!!,TV,5.75,24,10568,496,33,Unknown,"Aug 13, 2010 to Mar 25, 2011",https://myanimelist.net/anime/9345/Gakkou_no_Kowai_Uwasa_Shin__Hanako-san_ga_Kita,"['Comedy', 'Horror', 'School', 'Supernatural']",,
9347,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,OVA,7,11076,2968,21233,1,Visual novel,23-Feb-11,https://myanimelist.net/anime/9347/Fortune_Arterial__Akai_Yakusoku_-_Tadoritsuita_Basho,"['Harem', 'Comedy', 'Romance', 'Vampire', 'Fantasy']",,"['feel.', 'Zexcs']"
9351,Geunyeoneun Yeppeotda,Movie,6.75,20,12884,193,1,Unknown,12-Jun-08,https://myanimelist.net/anime/9351/Geunyeoneun_Yeppeotda,"['Comedy', 'Drama', 'Romance']",,
9353,D.C. I&II P.S.P. Re-Animated,OVA,6.79,1680,5659,4643,1,Visual novel,28-Oct-10,https://myanimelist.net/anime/9353/DC_I_II_PSP_Re-Animated,"['Magic', 'Harem', 'Romance', 'Drama']",,['Zexcs']
9355,Sekirei: Pure Engagement Episode 0,Special,7.36,17614,2247,32891,1,Manga,25-Aug-10,https://myanimelist.net/anime/9355/Sekirei__Pure_Engagement_Episode_0,"['Ecchi', 'Comedy', 'Harem']",,['Seven Arcs']
9356,Cool Cool Bye,OVA,5.28,208,10305,504,1,Original,21-Jan-86,https://myanimelist.net/anime/9356/Cool_Cool_Bye,"['Action', 'Adventure', 'Fantasy']",['Pony Canyon'],
9366,Kaichou wa Maid-sama!: Omake dayo!,Special,7.56,36320,1368,66965,1,Manga,11-May-11,https://myanimelist.net/anime/9366/Kaichou_wa_Maid-sama__Omake_dayo,"['Comedy', 'School', 'Shoujo']",,['J.C.Staff']
9367,Freezing,TV,7.11,112513,433,203036,12,Manga,"Jan 8, 2011 to Apr 7, 2011",https://myanimelist.net/anime/9367/Freezing,"['Action', 'Sci-Fi', 'Harem', 'Drama', 'Romance', 'Ecchi', 'Martial Arts', 'Seinen']",['Media Factory'],['A.C.G.T.']
9379,Denpa Onna to Seishun Otoko,TV,7.27,84917,478,188069,12,Light novel,"Apr 15, 2011 to Jul 1, 2011",https://myanimelist.net/anime/9379/Denpa_Onna_to_Seishun_Otoko,"['Sci-Fi', 'Slice of Life', 'Comedy']","['Starchild Records', 'TBS']",['Shaft']
9383,Chie-chan Funsenki: Jarinko Chie,TV,7.45,31,12305,207,39,Unknown,"Oct 19, 1991 to Sep 22, 1992",https://myanimelist.net/anime/9383/Chie-chan_Funsenki__Jarinko_Chie,"['Slice of Life', 'Comedy', 'Drama', 'Seinen']",,
9385,Rokushin Gattai GodMars (1982),Movie,6,127,10888,408,1,Unknown,18-Dec-82,https://myanimelist.net/anime/9385/Rokushin_Gattai_GodMars_1982,"['Action', 'Mecha', 'Sci-Fi', 'Space']",['Tokyo Movie Shinsha'],
9388,Ginga Hyouryuu Vifam: Atsumatta 13-nin,OVA,5.85,33,,177,1,Unknown,,,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",,['Sunrise']
9389,Ginga Hyouryuu Vifam: Kieta 12-nin,OVA,6.29,102,11598,286,1,Unknown,25-Feb-85,https://myanimelist.net/anime/9389/Ginga_Hyouryuu_Vifam__Kieta_12-nin,"['Sci-Fi', 'Adventure', 'Space', 'Mecha']",,['Sunrise']
9391,Ginga Hyouryuu Vifam 13,TV,6.62,37,11427,300,26,Unknown,"Mar 21, 1998 to Oct 3, 1998",https://myanimelist.net/anime/9391/Ginga_Hyouryuu_Vifam_13,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",,['Sunrise']
9392,Shounen Jack to Mahoutsukai,Movie,5.47,107,11246,334,1,Unknown,19-Mar-67,https://myanimelist.net/anime/9392/Shounen_Jack_to_Mahoutsukai,"['Adventure', 'Fantasy']",,['Toei Animation']
9393,T.P. Sakura: Time Paladin Sakura,OVA,5.97,1194,6578,3171,2,Visual novel,"Jan 27, 2011 to Feb 24, 2011",https://myanimelist.net/anime/9393/TP_Sakura__Time_Paladin_Sakura,"['Action', 'Magic']",,['Nomad']
9396,Mitsudomoe: Oppai Ippai Mama Genki,Special,7.64,7365,3676,13176,1,Unknown,23-Feb-11,https://myanimelist.net/anime/9396/Mitsudomoe__Oppai_Ippai_Mama_Genki,"['Slice of Life', 'Comedy', 'School']",['Lantis'],['Bridge']
9403,Shin Mashin Eiyuuden Wataru Majinzan,OVA,6.42,64,11389,291,2,Unknown,"Aug 5, 1989 to Sep 5, 1989",https://myanimelist.net/anime/9403/Shin_Mashin_Eiyuuden_Wataru_Majinzan,"['Action', 'Adventure', 'Fantasy', 'Comedy', 'Mecha', 'Sci-Fi']",,['Sunrise']
9404,Shiawase no Katachi,OVA,6.2,20,13541,137,4,Unknown,"Oct 5, 1990 to Apr 5, 1991",https://myanimelist.net/anime/9404/Shiawase_no_Katachi,['Comedy'],,['Production I.G']
9416,Renshenguo,Movie,6.41,50,12553,201,1,Unknown,1981,https://myanimelist.net/anime/9416/Renshenguo,['Adventure'],,
9417,The Monkey King Conquers the Demon,Movie,6.46,39,13128,164,1,Unknown,1985,https://myanimelist.net/anime/9417/The_Monkey_King_Conquers_the_Demon,['Adventure'],,
9421,SMAnime,OVA,6.46,115,11403,330,3,Unknown,2000,https://myanimelist.net/anime/9421/SMAnime,"['Action', 'Seinen']",,
9423,Koko ni Iru,ONA,6.06,231,10565,517,1,Unknown,2010,https://myanimelist.net/anime/9423/Koko_ni_Iru,['Slice of Life'],['Mad Box'],
9424,Seupideuwang Beongae,TV,6.26,109,11226,337,26,Unknown,"May 18, 1998 to Aug 18, 1998",https://myanimelist.net/anime/9424/Seupideuwang_Beongae,"['Action', 'Game', 'School', 'Shounen', 'Sports']",,
9426,Pururun! Shizuku-chan,TV,5.86,28,12563,196,51,Manga,"Oct 7, 2006 to Sep 29, 2007",https://myanimelist.net/anime/9426/Pururun_Shizuku-chan,"['Comedy', 'Kids']",,['TMS Entertainment']
9433,A-jang.com,TV,5.8,68,11217,342,13,Unknown,"Nov 22, 2001 to Dec 22, 2001",https://myanimelist.net/anime/9433/A-jangcom,['Fantasy'],,
9434,Fighting of Ecstasy,OVA,5.84,907,7086,2464,2,Unknown,"Feb 25, 2011 to Apr 28, 2011",https://myanimelist.net/anime/9434/Fighting_of_Ecstasy,['Hentai'],['Pink Pineapple'],['G-Lam']
9435,Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,OVA,7.1,3180,4353,8216,2,Visual novel,"Nov 26, 2010 to Feb 25, 2011",https://myanimelist.net/anime/9435/Ane_Jiru_2_The_Animation__Shirakawa_Sanshimai_ni_Omakase,['Hentai'],['Pink Pineapple'],['Office Take Off']
9438,Rainbow Sentai Robin,TV,6.22,46,11083,347,48,Unknown,"Apr 23, 1966 to Mar 24, 1967",https://myanimelist.net/anime/9438/Rainbow_Sentai_Robin,"['Action', 'Adventure', 'Sci-Fi']",,['Toei Animation']
9441,Yume-iro Pâtissière SP Professional,TV,7.77,14168,2648,24770,13,Manga,"Oct 3, 2010 to Dec 26, 2010",https://myanimelist.net/anime/9441/Yume-iro_P%C3%A2tissi%C3%A8re_SP_Professional,"['Slice of Life', 'Shoujo']",['Shueisha'],['Studio Pierrot']
9442,Bust to Bust: Chichi wa Chichi ni,OVA,6.77,2356,5025,5424,3,Manga,"Oct 15, 2010 to Mar 7, 2014",https://myanimelist.net/anime/9442/Bust_to_Bust__Chichi_wa_Chichi_ni,['Hentai'],"['MS Pictures', 'AniMan']",
9445,Gunparade Orchestra OVA,OVA,5.99,97,10563,493,3,Game,"Jan 12, 2006 to Jul 20, 2006",https://myanimelist.net/anime/9445/Gunparade_Orchestra_OVA,['Mecha'],,['Brain&#039;s Base']
9446,Sore Ike! Anpanman: Niji no Pyramid,Movie,5.75,36,12793,176,1,Unknown,26-Jul-97,https://myanimelist.net/anime/9446/Sore_Ike_Anpanman__Niji_no_Pyramid,"['Comedy', 'Kids']",,['TMS Entertainment']
9447,Byulbyul Iyagi 2,Movie,5.32,37,13132,173,6,Unknown,17-Apr-08,https://myanimelist.net/anime/9447/Byulbyul_Iyagi_2,"['Psychological', 'Drama']",,
9451,Sore Ike! Anpanman: Ningyohime no Namida,Movie,5.94,36,13026,171,1,Unknown,29-Jul-00,https://myanimelist.net/anime/9451/Sore_Ike_Anpanman__Ningyohime_no_Namida,"['Comedy', 'Kids']",,['TMS Entertainment']
9455,Ninpen Manmaru,TV,6.37,30,12468,184,30,Manga,"Jul 5, 1997 to Mar 28, 1998",https://myanimelist.net/anime/9455/Ninpen_Manmaru,"['Comedy', 'Samurai', 'Shounen']",,['Shin-Ei Animation']
9464,Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,OVA,6.16,32,13085,166,1,Game,21-Nov-98,https://myanimelist.net/anime/9464/Ganbare_Goemon__Chikyuu_Kyuushutsu_Daisakusen,"['Comedy', 'Shounen']",['Konami'],
9465,Break Blade 4: Sanka no Chi,Movie,7.94,29207,1882,46789,1,Manga,30-Oct-10,https://myanimelist.net/anime/9465/Break_Blade_4__Sanka_no_Chi,"['Action', 'Fantasy', 'Mecha', 'Military', 'Shounen']",['KlockWorx'],"['Production I.G', 'Xebec']"
9467,Kanojo ga Mimai ni Konai Wake,OVA,6.45,1326,5965,3619,3,Visual novel,"Nov 19, 2010 to Jun 21, 2013",https://myanimelist.net/anime/9467/Kanojo_ga_Mimai_ni_Konai_Wake,"['Drama', 'Hentai']","['T-Rex', 'Cotton Doll']",
9471,Baka to Test to Shoukanjuu: Matsuri,OVA,7.75,50294,1130,84348,2,Light novel,"Feb 23, 2011 to Mar 30, 2011",https://myanimelist.net/anime/9471/Baka_to_Test_to_Shoukanjuu__Matsuri,"['Comedy', 'School', 'Super Power']","['Lantis', 'Media Factory', 'Enterbrain', 'Cospa', 'Kadokawa Contents Gate', 'T.O Entertainment', 'Hakuhodo DY Media Partners']",['Silver Link.']
9479,Coppelion,TV,6.54,37271,1119,89048,13,Manga,"Oct 2, 2013 to Dec 25, 2013",https://myanimelist.net/anime/9479/Coppelion,"['Action', 'Sci-Fi', 'Seinen']",['Starchild Records'],['GoHands']
9487,Hitou Meguri Kakure Yu,OVA,6.15,1529,5460,4588,2,Visual novel,"Dec 3, 2010 to Feb 25, 2011",https://myanimelist.net/anime/9487/Hitou_Meguri_Kakure_Yu,['Hentai'],['Mary Jane'],
9488,Cencoroll Connect,Movie,,,2835,17875,1,Original,29-Jun-19,https://myanimelist.net/anime/9488/Cencoroll_Connect,"['Action', 'Sci-Fi']",['Aniplex'],
9491,Katsugeki Shoujo Tanteidan,OVA,5.08,349,9207,774,1,Original,25-Nov-86,https://myanimelist.net/anime/9491/Katsugeki_Shoujo_Tanteidan,"['Action', 'Comedy', 'School']",['Japan Home Video'],['TMS Entertainment']
9493,Dororon Enma-kun Meeramera,TV,6.6,4286,3744,12901,12,Manga,"Apr 8, 2011 to Jun 24, 2011",https://myanimelist.net/anime/9493/Dororon_Enma-kun_Meeramera,"['Action', 'Comedy', 'Parody', 'Super Power', 'Demons', 'Supernatural', 'Magic', 'Ecchi']","['Mainichi Broadcasting System', 'Dynamic Planning']",['Brain&#039;s Base']
9494,Soukyuu no Fafner: Arcadian Memory,OVA,6.65,495,7511,2079,2,Unknown,"Nov 2, 2005 to Jan 12, 2006",https://myanimelist.net/anime/9494/Soukyuu_no_Fafner__Arcadian_Memory,"['Action', 'Military', 'Sci-Fi', 'Drama', 'Mecha']",,['Xebec']
9495,Inochi no Chikyuu: Dioxin no Natsu,Movie,6.56,143,10372,482,1,Unknown,18-Aug-01,https://myanimelist.net/anime/9495/Inochi_no_Chikyuu__Dioxin_no_Natsu,['Drama'],['Magic Bus'],
9496,Itoshi no Betty Mamonogatari,Movie,5.28,29,12227,203,1,Unknown,19-Jul-86,https://myanimelist.net/anime/9496/Itoshi_no_Betty_Mamonogatari,"['Fantasy', 'Romance', 'Seinen']",['Big Bang'],
9498,Naniwa Yuukyouden,OVA,5.78,27,13043,161,1,Unknown,13-Mar-92,https://myanimelist.net/anime/9498/Naniwa_Yuukyouden,"['Action', 'Comedy']",,['Toei Animation']
9499,Dokushin Apartment Dokudami-sou,OVA,5.52,44,10328,302,3,Unknown,"Dec 1, 1989 to Apr 1, 1990",https://myanimelist.net/anime/9499/Dokushin_Apartment_Dokudami-sou,"['Ecchi', 'Comedy']",['Nichiei Agency'],
9500,Starlight Scramble Renai Kouhosei,OVA,6.14,21,12176,206,2,Unknown,"Nov 28, 1998 to Feb 28, 1999",https://myanimelist.net/anime/9500/Starlight_Scramble_Renai_Kouhosei,"['Action', 'Romance', 'Sci-Fi']",,
9502,Egao no Hana,Music,5.75,461,9917,751,1,Original,1-Jun-10,https://myanimelist.net/anime/9502/Egao_no_Hana,"['Music', 'Kids']",['NHK'],
9503,Hokenshitsu de Aimashou,OVA,4.84,75,10515,478,1,Unknown,27-Aug-99,https://myanimelist.net/anime/9503/Hokenshitsu_de_Aimashou,['Hentai'],['Allure'],
9504,Sakura no Mori,OVA,5.19,55,11240,337,2,Visual novel,"Jul 30, 1999 to Aug 27, 1999",https://myanimelist.net/anime/9504/Sakura_no_Mori,['Hentai'],['Allure'],
9506,Prism Magical: Prism Generations!,OVA,5.2,885,7604,2027,1,Visual novel,27-Aug-10,https://myanimelist.net/anime/9506/Prism_Magical__Prism_Generations,"['Comedy', 'Ecchi', 'Magic']",['Studio G-1Neo'],['Asahi Production']
9507,Binetsu: Yakusoku no Toki,OVA,5.06,100,10657,438,1,Unknown,5-May-00,https://myanimelist.net/anime/9507/Binetsu__Yakusoku_no_Toki,['Hentai'],,
9509,Yami no Purple Eye,Music,5,270,9378,767,1,Manga,1987,https://myanimelist.net/anime/9509/Yami_no_Purple_Eye,"['Psychological', 'Supernatural', 'Music', 'Horror', 'Mystery', 'Shoujo']",['Youmex'],['Toei Animation']
9510,Mitsudomoe Zouryouchuu!,TV,7.79,18618,2318,31406,8,Unknown,"Jan 9, 2011 to Feb 27, 2011",https://myanimelist.net/anime/9510/Mitsudomoe_Zouryouchuu,"['Slice of Life', 'Comedy', 'School']","['Lantis', 'Cospa', 'Studio Mausu']",['Bridge']
9513,Beelzebub,TV,8.02,135965,238,301474,60,Manga,"Jan 9, 2011 to Mar 25, 2012",https://myanimelist.net/anime/9513/Beelzebub,"['Action', 'Comedy', 'Demons', 'Supernatural', 'School', 'Shounen']","['Studio Pierrot', 'Dentsu', 'Yomiuri Telecasting', 'Shueisha']",['Pierrot Plus']
9515,Highschool of the Dead: Drifters of the Dead,OVA,6.75,114243,524,176180,1,Manga,26-Apr-11,https://myanimelist.net/anime/9515/Highschool_of_the_Dead__Drifters_of_the_Dead,"['Ecchi', 'Comedy', 'Supernatural']",['Showgate'],['Madhouse']
9518,Ichigo Ichie: Kimi no Kotoba,TV,6.67,27,11446,343,13,Unknown,"Oct 24, 2010 to Jan 30, 2011",https://myanimelist.net/anime/9518/Ichigo_Ichie__Kimi_no_Kotoba,"['Slice of Life', 'Comedy', 'School']",['Four Some'],
9519,Medaka no Gakkou,OVA,6.66,73,10392,553,5,Unknown,"Apr 10, 2001 to Feb 26, 2005",https://myanimelist.net/anime/9519/Medaka_no_Gakkou,['Comedy'],['Office AO'],
9520,Zero Tester,TV,6.16,37,11492,276,38,Original,"Oct 1, 1973 to Jun 17, 1974",https://myanimelist.net/anime/9520/Zero_Tester,"['Action', 'Sci-Fi', 'Adventure', 'Mecha']",['Tohokushinsha Film Corporation'],['Sunrise']
9521,Tie Shan Gongzhu,Movie,5.83,161,10366,492,1,Other,1-Jan-41,https://myanimelist.net/anime/9521/Tie_Shan_Gongzhu,"['Action', 'Adventure', 'Fantasy']",,
9522,Zero Tester: Chikyuu wo Mamore!,TV,5.07,30,12260,209,28,Unknown,"Jun 24, 1974 to Dec 30, 1974",https://myanimelist.net/anime/9522/Zero_Tester__Chikyuu_wo_Mamore,"['Action', 'Adventure', 'Mecha', 'Sci-Fi']",,['Sunrise']
9523,Minori Scramble!,OVA,6.32,1176,7206,2421,1,Manga,15-Feb-12,https://myanimelist.net/anime/9523/Minori_Scramble,['Comedy'],['Aniplex'],['ufotable']
9525,Junod,Special,6.41,90,10954,395,1,Original,1-Sep-10,https://myanimelist.net/anime/9525/Junod,"['Drama', 'Historical']",,['Studio Hibari']
9526,Wolf Guy,OVA,5.56,118,9732,687,6,Unknown,"Dec 17, 1992 to Jun 21, 1993",https://myanimelist.net/anime/9526/Wolf_Guy,"['Action', 'Military', 'Sci-Fi']",,['J.C.Staff']
9528,Transformers Superlink Special,Special,5.96,190,10432,520,1,Unknown,3-Nov-04,https://myanimelist.net/anime/9528/Transformers_Superlink_Special,"['Sci-Fi', 'Adventure', 'Kids', 'Mecha', 'Shounen']",,['Actas']
9531,Tezuka Osamu Monogatari: Boku wa Son Gokuu,Special,6.49,126,10961,372,1,Manga,27-Aug-89,https://myanimelist.net/anime/9531/Tezuka_Osamu_Monogatari__Boku_wa_Son_Gokuu,['Adventure'],['Tezuka Productions'],
9533,Pururun! Shizuku-chan Aha,TV,5.5,20,13418,146,51,Manga,"Oct 7, 2007 to Sep 28, 2008",https://myanimelist.net/anime/9533/Pururun_Shizuku-chan_Aha,"['Comedy', 'Kids']",,['TMS Entertainment']
9535,Gongitsune,Movie,6.96,47,10868,406,1,Unknown,16-Mar-85,https://myanimelist.net/anime/9535/Gongitsune,['Adventure'],['Aikikaku Center'],
9536,Robin-kun to 100 nin no Otomodachi,ONA,5.07,41,12847,192,13,Unknown,"Oct 11, 2010 to Jan 3, 2011",https://myanimelist.net/anime/9536/Robin-kun_to_100_nin_no_Otomodachi,"['Comedy', 'Kids']","['Sony Music Entertainment', 'PansonWorks']",
9539,Cardfight!! Vanguard,TV,7.2,12990,2314,30910,65,Original,"Jan 8, 2011 to Mar 31, 2012",https://myanimelist.net/anime/9539/Cardfight_Vanguard,"['Action', 'Adventure', 'Demons', 'Game', 'Shounen']","['Dentsu', 'Sotsu', 'Sakura Create', 'Bushiroad']",['TMS Entertainment']
9540,Bucket de Gohan,TV,6.39,23,12962,165,20,Unknown,"Jan 8, 1996 to Jun 24, 1996",https://myanimelist.net/anime/9540/Bucket_de_Gohan,['Comedy'],"['Yomiuri Telecasting', 'Magic Bus']",
9542,Puttsun Make Love,OVA,5.73,45,11776,226,6,Unknown,"Aug 14, 1987 to Jun 24, 1988",https://myanimelist.net/anime/9542/Puttsun_Make_Love,"['Comedy', 'Ecchi', 'Romance']","['Toei Video', 'Agent 21']",
9544,Biohazard: Damnation,Movie,7.35,9070,3409,14714,1,Game,15-Sep-12,https://myanimelist.net/anime/9544/Biohazard__Damnation,"['Action', 'Sci-Fi', 'Horror']","['Sony Pictures Entertainment', 'Capcom']",['Digital Frontier']
9546,Shirahata no Shoujo Ryuuko,Movie,7.05,20,12742,171,1,Unknown,21-Jul-88,https://myanimelist.net/anime/9546/Shirahata_no_Shoujo_Ryuuko,['Drama'],['Magic Bus'],
9547,Alps no Shoujo Heidi (1979),Movie,6.95,998,7063,2151,1,Unknown,17-Mar-79,https://myanimelist.net/anime/9547/Alps_no_Shoujo_Heidi_1979,"['Drama', 'Historical', 'Slice of Life']",,['Nippon Animation']
9548,Alps no Shoujo Heidi: Alm no Yama-hen,Movie,6.58,385,9126,924,1,Unknown,21-Aug-96,https://myanimelist.net/anime/9548/Alps_no_Shoujo_Heidi__Alm_no_Yama-hen,"['Slice of Life', 'Historical', 'Drama']",,['Nippon Animation']
9549,Alps no Shoujo Heidi: Heidi to Clara-hen,Movie,6.62,372,9143,919,1,Unknown,21-Aug-96,https://myanimelist.net/anime/9549/Alps_no_Shoujo_Heidi__Heidi_to_Clara-hen,"['Slice of Life', 'Historical', 'Drama']",,['Nippon Animation']
9558,Changjiang Qi Hao Ai Diqiu,Movie,6.5,68,11942,271,1,Other,9-Jul-10,https://myanimelist.net/anime/9558/Changjiang_Qi_Hao_Ai_Diqiu,['Kids'],,
9561,Shokupan Mimi,TV,5.67,514,9061,1042,12,4-koma manga,"Oct 4, 2010 to Dec 20, 2010",https://myanimelist.net/anime/9561/Shokupan_Mimi,['Comedy'],['Dentsu'],['Kachidoki Studio']
9562,Tachumaru Gekijou,TV,5.82,11,12941,178,26,Unknown,"Oct 4, 2010 to Mar 29, 2011",https://myanimelist.net/anime/9562/Tachumaru_Gekijou,"['Comedy', 'Parody']",,['Tatsunoko Production']
9563,Hidamari Sketch x ☆☆☆ Specials,Special,7.89,5154,4073,10106,2,4-koma manga,"Oct 23, 2010 to Oct 30, 2010",https://myanimelist.net/anime/9563/Hidamari_Sketch_x_%E2%98%86%E2%98%86%E2%98%86_Specials,"['Slice of Life', 'Comedy', 'School', 'Seinen']","['Aniplex', 'Lantis', 'TBS', 'Movic', 'Houbunsha']",['Shaft']
9566,Umi kara no Shisha,Movie,6.27,548,9159,995,1,Unknown,21-Aug-10,https://myanimelist.net/anime/9566/Umi_kara_no_Shisha,"['Action', 'Mecha', 'Super Power', 'Sci-Fi']",['Katsudou-manga-kan'],
9575,Nodoka Mori no Doubutsu Daisakusen,Special,5.83,87,11898,241,1,Unknown,3-Feb-80,https://myanimelist.net/anime/9575/Nodoka_Mori_no_Doubutsu_Daisakusen,['Fantasy'],,['Nippon Animation']
9581,MM! Specials,Special,6.74,12348,2692,24843,9,Light novel,"Dec 22, 2010 to May 25, 2011",https://myanimelist.net/anime/9581/MM_Specials,"['Comedy', 'Ecchi', 'School']",,['Xebec']
9587,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,TV,6.27,29483,1545,60756,12,Manga,"Jan 9, 2011 to Mar 27, 2011",https://myanimelist.net/anime/9587/Oniichan_no_Koto_nanka_Zenzen_Suki_ja_Nai_n_da_kara_ne,"['Harem', 'Comedy', 'Romance', 'Ecchi']",['Starchild Records'],['Zexcs']
9591,Code Geass: Hangyaku no Lelouch R2 Omake Flash,Special,6.23,3413,3930,11076,9,Unknown,"Aug 22, 2008 to Apr 24, 2009",https://myanimelist.net/anime/9591/Code_Geass__Hangyaku_no_Lelouch_R2_Omake_Flash,['Parody'],,"['Sunrise', 'Bandai Visual']"
9595,Amanatsu,Movie,6.17,262,8062,1647,1,Original,25-Mar-10,https://myanimelist.net/anime/9595/Amanatsu,['Sci-Fi'],,['Kamikaze Douga']
9598,Haiyoru! Nyaruani: Remember My Love(craft-sensei),TV,6.3,8703,2979,20898,11,Light novel,"Dec 11, 2010 to Feb 26, 2011",https://myanimelist.net/anime/9598/Haiyoru_Nyaruani__Remember_My_Lovecraft-sensei,"['Comedy', 'Sci-Fi']",['SoftBank Creative Corp.'],['DLE']
9606,Kaba no Potomasu,Movie,5.18,11,14628,99,1,Unknown,"Sep, 1988",https://myanimelist.net/anime/9606/Kaba_no_Potomasu,['Kids'],,
9608,Yuri Seijin Naoko-san,OVA,5.9,5902,3851,11507,1,Manga,18-Dec-10,https://myanimelist.net/anime/9608/Yuri_Seijin_Naoko-san,"['Comedy', 'Shoujo Ai']",,['ufotable']
9611,Aa! Megami-sama! (2011),OVA,7.42,6690,3435,15266,3,Manga,"Feb 23, 2011 to Aug 23, 2013",https://myanimelist.net/anime/9611/Aa_Megami-sama_2011,"['Comedy', 'Magic', 'Romance', 'Seinen', 'Supernatural']",['AIC'],
